IDCNTRY,IDSCHOOL,IDTEALIN,IDTEACH,IDLINK,ITCOURSE,experience,sex,age,prob_class_size,prob_much_material,prob_much_time,prob_need_prep,prob_need_class_time,prob_much_pressure,prob_change_material,prob_admin_tasks,class_size,stud_lang_diff,style_daily_lives,style_explain_work,style_challenge,style_discussion,style_link_previous,style_procedures,style_express_ideas,class_time,stud_explain_new,stud_observe_phenom,stud_demo_exp,stud_plan_exp,stud_conduct_exp,stud_present,stud_interpret,stud_use_evid,stud_read_text,stud_memorize,stud_formulas,stud_field,stud_heterogeneous,stud_homogenous,computer_sci,computer_stud,computer_class,computer_school,computer_class_freq,computer_low_freq,computer_high_freq,computer_spec_freq,hw_freq,hw_time,hw_correct,hw_self_correct,hw_discuss,hw_complete,hw_graded,assess_observe,assess_ask,assess_short,assess_long,assess_projects,pd_hours,language,school_acad_focus_score,limited_by_needs_score,school_safe_score,job_satisfaction_score,emph_investigation_score,school_acad_focus,limited_by_needs,school_safe,job_satisfaction,emph_investigation,bio_coverage,chem_coverage,phys_coverage,earth_coverage,edu_level,study_stem,study_edu,mmat_avg,ssci_avg,malg_avg,mapp_avg,mdat_avg,mgeo_avg,mkno_avg,mnum_avg,mrea_avg,sapp_avg,sbio_avg,sche_avg,sear_avg,skno_avg,sphy_avg,srea_avg
440,5014,50140505,501405,5,Earth science,36.0,Female,60 or more,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,16–35 hours,Lithuanian,10.95225,11.93195,11.78998,11.74559,6.51309,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 6,1,1,570.077594875,565.5482063750001,560.552099,582.0809647500001,562.7432180000001,582.36799425,574.9919701250001,566.8101181249999,569.311563375,566.3595924999998,571.797158875,569.8747907500001,586.173108,559.7751123749999,554.7832872500001,582.5591878749999
440,5015,50150202,501502,2,Physics,26.0,Female,50–59,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,24.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,90.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,15.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,6–15 hours,Lithuanian,11.25098,10.14509,9.61153,10.25874,9.37904,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,100.0,,ISCED Level 7,1,1,516.0983139,518.8082204,510.12828449999995,514.4391742999999,513.1258818000001,524.4371897999999,518.0887697999999,513.4691703,503.2315694999999,521.1434333000001,526.8128771999999,520.4879503999998,517.7407406,519.4668982000001,520.3038349999999,530.2439967
440,5015,50150207,501502,7,Physics,26.0,Female,50–59,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,26.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,90.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,15.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,6–15 hours,Lithuanian,11.25098,10.14509,9.61153,10.25874,9.37904,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,100.0,,ISCED Level 7,1,1,509.8001217000001,530.717277,502.5635383999999,511.4375450999999,511.1648596,523.1719764000001,502.12441219999994,494.7390864999999,496.1570376000001,531.0998206,530.1613155,524.5617511,524.820954,516.7541352000001,530.6702957999998,542.6375541
440,5015,50150303,501503,3,Biology,36.0,Female,50–59,3.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,24.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,15.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16–35 hours,Lithuanian,9.14714,11.93195,9.18523,8.48286,6.51309,Medium Emphasis,Not Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 6,1,0,516.0983139,518.8082204,510.12828449999995,514.4391742999999,513.1258818000001,524.4371897999999,518.0887697999999,513.4691703,503.2315694999999,521.1434333000001,526.8128771999999,520.4879503999998,517.7407406,519.4668982000001,520.3038349999999,530.2439967
440,5015,50150308,501503,8,Biology,35.0,Female,50–59,3.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,26.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,15.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,16–35 hours,Lithuanian,9.44792,12.67245,9.61153,7.74231,6.51309,Medium Emphasis,Not Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 6,1,0,509.8001217000001,530.717277,502.5635383999999,511.4375450999999,511.1648596,523.1719764000001,502.12441219999994,494.7390864999999,496.1570376000001,531.0998206,530.1613155,524.5617511,524.820954,516.7541352000001,530.6702957999998,542.6375541
440,5015,50150404,501504,4,Chemistry,39.0,Female,60 or more,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,24.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,90.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,2.0,15.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,More than 35 hours,Lithuanian,9.44792,9.6191,11.14932,9.7693,6.51309,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,62.5,,,ISCED Level 7,1,0,516.0983139,518.8082204,510.12828449999995,514.4391742999999,513.1258818000001,524.4371897999999,518.0887697999999,513.4691703,503.2315694999999,521.1434333000001,526.8128771999999,520.4879503999998,517.7407406,519.4668982000001,520.3038349999999,530.2439967
440,5015,50150409,501504,9,Chemistry,39.0,Female,60 or more,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,26.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,90.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,2.0,15.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,More than 35 hours,Lithuanian,9.44792,9.6191,11.14932,9.7693,6.51309,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,62.5,,,ISCED Level 7,1,0,509.8001217000001,530.717277,502.5635383999999,511.4375450999999,511.1648596,523.1719764000001,502.12441219999994,494.7390864999999,496.1570376000001,531.0998206,530.1613155,524.5617511,524.820954,516.7541352000001,530.6702957999998,542.6375541
440,5015,50150505,501505,5,Earth science,28.0,Female,50–59,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,23.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,90.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,2.0,15.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,More than 35 hours,Lithuanian,8.8469,9.11668,10.07263,6.19622,6.51309,Medium Emphasis,Somewhat Limited,Safe and Orderly,Less than Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,516.0983139,518.8082204,510.12828449999995,514.4391742999999,513.1258818000001,524.4371897999999,518.0887697999999,513.4691703,503.2315694999999,521.1434333000001,526.8128771999999,520.4879503999998,517.7407406,519.4668982000001,520.3038349999999,530.2439967
440,5015,50150510,501505,10,Earth science,28.0,Female,50–59,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,26.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,90.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,More than 35 hours,Lithuanian,7.93956,7.67828,9.61153,6.19622,6.51309,Medium Emphasis,Somewhat Limited,Safe and Orderly,Less than Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,509.8001217000001,530.717277,502.5635383999999,511.4375450999999,511.1648596,523.1719764000001,502.12441219999994,494.7390864999999,496.1570376000001,531.0998206,530.1613155,524.5617511,524.820954,516.7541352000001,530.6702957999998,542.6375541
440,5017,50170201,501702,1,Physics,16.0,Female,30–39,3.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,30.0,0.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,135.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,15.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,6–15 hours,Lithuanian,8.54651,8.15603,7.22558,8.48286,8.81776,Medium Emphasis,Somewhat Limited,Less than Safe and Orderly,Satisfied,Less than Half the Lessons,,,71.42857,,ISCED Level 6,1,1,521.3001666666665,550.7132756666665,515.9646785833335,529.1477857499998,533.9967435,535.0559600833333,529.2560724166666,522.706012,514.84913325,539.4497493333333,555.5029852499999,548.3848849166665,545.1653793333331,550.7536330833334,543.1234139166667,553.2755675833333
440,5017,50170210,501702,10,Physics,16.0,Female,30–39,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,27.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,120.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,15.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,6–15 hours,Lithuanian,8.8469,7.67828,8.01327,11.74559,8.0387,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,71.42857,,ISCED Level 6,1,1,529.1972438181818,551.8058785454546,532.2920530909092,531.0231174545455,540.7377085454544,541.9299087272728,523.974144181818,524.3196316363636,511.2874297272728,549.219627909091,550.3358658181819,544.09184,545.2809467272726,551.5564052727273,539.5520126363637,561.0842222727273
440,5017,50170402,501704,2,Biology,28.0,Female,50–59,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,30.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,45.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,,,,,,,,2.0,30.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6–15 hours,Lithuanian,11.55005,9.6191,9.18523,6.74486,6.51309,High Emphasis,Somewhat Limited,Safe and Orderly,Less than Satisfied,Less than Half the Lessons,100.0,,,,ISCED Level 6,1,0,521.3001666666665,550.7132756666665,515.9646785833335,529.1477857499998,533.9967435,535.0559600833333,529.2560724166666,522.706012,514.84913325,539.4497493333333,555.5029852499999,548.3848849166665,545.1653793333331,550.7536330833334,543.1234139166667,553.2755675833333
440,5017,50170411,501704,11,Biology,28.0,Female,50–59,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,45.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6–15 hours,Lithuanian,11.55005,9.6191,8.01327,6.19622,6.51309,High Emphasis,Somewhat Limited,Safe and Orderly,Less than Satisfied,Less than Half the Lessons,100.0,,,,ISCED Level 6,1,0,529.1972438181818,551.8058785454546,532.2920530909092,531.0231174545455,540.7377085454544,541.9299087272728,523.974144181818,524.3196316363636,511.2874297272728,549.219627909091,550.3358658181819,544.09184,545.2809467272726,551.5564052727273,539.5520126363637,561.0842222727273
440,5017,50170503,501705,3,Chemistry,17.0,Female,30–39,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,30.0,30.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,90.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,,,,,,,,2.0,15.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6–15 hours,Lithuanian,17.78068,11.28828,13.87035,11.74559,12.04436,Very High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,About Half the Lessons or More,,75.0,,,ISCED Level 6,1,1,521.3001666666665,550.7132756666665,515.9646785833335,529.1477857499998,533.9967435,535.0559600833333,529.2560724166666,522.706012,514.84913325,539.4497493333333,555.5029852499999,548.3848849166665,545.1653793333331,550.7536330833334,543.1234139166667,553.2755675833333
440,5017,50170512,501705,12,Chemistry,17.0,Female,30–39,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,27.0,27.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,90.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,15.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,6–15 hours,Lithuanian,14.77066,12.67245,13.87035,10.82008,10.96886,Very High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,75.0,,,ISCED Level 6,1,1,529.1972438181818,551.8058785454546,532.2920530909092,531.0231174545455,540.7377085454544,541.9299087272728,523.974144181818,524.3196316363636,511.2874297272728,549.219627909091,550.3358658181819,544.09184,545.2809467272726,551.5564052727273,539.5520126363637,561.0842222727273
440,5017,50170604,501706,4,Earth science,33.0,Female,50–59,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,30.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,90.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,,,,,,,,2.0,30.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,6–15 hours,Lithuanian,9.74934,9.11668,7.22558,9.7693,6.51309,Medium Emphasis,Somewhat Limited,Less than Safe and Orderly,Satisfied,Less than Half the Lessons,,,,75.0,ISCED Level 6,1,0,521.3001666666665,550.7132756666665,515.9646785833335,529.1477857499998,533.9967435,535.0559600833333,529.2560724166666,522.706012,514.84913325,539.4497493333333,555.5029852499999,548.3848849166665,545.1653793333331,550.7536330833334,543.1234139166667,553.2755675833333
440,5017,50170613,501706,13,Earth science,33.0,Female,50–59,2.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,27.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,90.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,16–35 hours,Lithuanian,9.74934,11.28828,6.79059,9.7693,6.51309,Medium Emphasis,Not Limited,Less than Safe and Orderly,Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 6,1,0,529.1972438181818,551.8058785454546,532.2920530909092,531.0231174545455,540.7377085454544,541.9299087272728,523.974144181818,524.3196316363636,511.2874297272728,549.219627909091,550.3358658181819,544.09184,545.2809467272726,551.5564052727273,539.5520126363637,561.0842222727273
440,5018,50180202,501802,2,Physics,30.0,Male,50–59,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,30.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,90.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,30.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6–15 hours,Lithuanian,10.35236,8.15603,10.07263,9.22836,10.61377,High Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,,,71.42857,,ISCED Level 6,1,1,484.86570060869576,502.13715921739134,487.4396665217393,483.399120521739,484.9933745217392,493.770005826087,476.645592,479.955355652174,469.38538017391306,497.65101817391303,502.0454850434782,480.11470321739137,499.93729904347833,496.71103095652177,500.1390173913043,510.6000713043478
440,5018,50180303,501803,3,Biology,24.0,Female,50–59,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,30.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,45.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,16–35 hours,Lithuanian,11.55005,10.14509,11.14932,7.21969,8.0387,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,100.0,,,,ISCED Level 7,1,1,484.86570060869576,502.13715921739134,487.4396665217393,483.399120521739,484.9933745217392,493.770005826087,476.645592,479.955355652174,469.38538017391306,497.65101817391303,502.0454850434782,480.11470321739137,499.93729904347833,496.71103095652177,500.1390173913043,510.6000713043478
440,5018,50180304,501803,4,Chemistry,24.0,Female,50–59,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,30.0,0.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,90.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,16–35 hours,Lithuanian,11.55005,10.14509,11.14932,7.21969,8.0387,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,100.0,,,ISCED Level 7,1,1,484.86570060869576,502.13715921739134,487.4396665217393,483.399120521739,484.9933745217392,493.770005826087,476.645592,479.955355652174,469.38538017391306,497.65101817391303,502.0454850434782,480.11470321739137,499.93729904347833,496.71103095652177,500.1390173913043,510.6000713043478
440,5018,50180405,501804,5,Earth science,27.0,Female,50–59,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,360.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16–35 hours,Lithuanian,11.25098,7.67828,11.14932,8.48286,8.81776,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 6,1,1,484.86570060869576,502.13715921739134,487.4396665217393,483.399120521739,484.9933745217392,493.770005826087,476.645592,479.955355652174,469.38538017391306,497.65101817391303,502.0454850434782,480.11470321739137,499.93729904347833,496.71103095652177,500.1390173913043,510.6000713043478
440,5019,50190202,501902,2,Physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,508.2199301111111,514.2274307777777,506.1376288888888,511.7870027777778,507.34095855555563,512.5139326666666,506.3801956666665,494.60686388888894,502.37412500000005,504.4062177777778,511.63952955555555,504.3537885555556,515.3627305555555,496.37112444444455,512.4426582222222,534.1165948888888
440,5019,50190303,501903,3,Biology,29.0,Female,50–59,3.0,2.0,0.0,3.0,3.0,2.0,0.0,2.0,23.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,90.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,15.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6–15 hours,Lithuanian,11.55005,8.15603,9.61153,7.21969,10.61377,High Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 6,1,1,508.2199301111111,514.2274307777777,506.1376288888888,511.7870027777778,507.34095855555563,512.5139326666666,506.3801956666665,494.60686388888894,502.37412500000005,504.4062177777778,511.63952955555555,504.3537885555556,515.3627305555555,496.37112444444455,512.4426582222222,534.1165948888888
440,5019,50190404,501904,4,Chemistry,23.0,Female,50–59,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,23.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,90.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,,,,,,,,1.0,15.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,6–15 hours,Lithuanian,12.46787,10.14509,10.58171,11.74559,9.37904,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,50.0,,,ISCED Level 6,1,1,508.2199301111111,514.2274307777777,506.1376288888888,511.7870027777778,507.34095855555563,512.5139326666666,506.3801956666665,494.60686388888894,502.37412500000005,504.4062177777778,511.63952955555555,504.3537885555556,515.3627305555555,496.37112444444455,512.4426582222222,534.1165948888888
440,5019,50190505,501905,5,Earth science,25.0,Female,50–59,3.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,23.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,90.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,30.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,16–35 hours,Lithuanian,10.05102,11.93195,10.07263,10.82008,8.0387,High Emphasis,Not Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,50.0,ISCED Level 6,1,0,508.2199301111111,514.2274307777777,506.1376288888888,511.7870027777778,507.34095855555563,512.5139326666666,506.3801956666665,494.60686388888894,502.37412500000005,504.4062177777778,511.63952955555555,504.3537885555556,515.3627305555555,496.37112444444455,512.4426582222222,534.1165948888888
440,5020,50200202,502002,2,Physics,30.0,Male,50–59,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,32.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,90.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,16–35 hours,Lithuanian,11.85103,9.11668,12.56459,10.25874,6.51309,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,71.42857,,ISCED Level 7,1,1,492.59686284615395,510.11644984615384,486.5023714615385,492.5184313846155,497.46534876923084,494.456818,484.15141384615384,483.70563361538467,485.4995374615385,502.3399192307692,515.6014380769232,499.7214497692306,503.4576233846153,502.27234769230773,491.7874724615386,510.5924182307692
440,5020,50200303,502003,3,Biology,42.0,Male,60 or more,3.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,32.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,45.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Less than 6 hours,Lithuanian,11.25098,9.11668,13.87035,11.74559,8.0387,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,85.71429,,,,ISCED Level 7,1,1,492.59686284615395,510.11644984615384,486.5023714615385,492.5184313846155,497.46534876923084,494.456818,484.15141384615384,483.70563361538467,485.4995374615385,502.3399192307692,515.6014380769232,499.7214497692306,503.4576233846153,502.27234769230773,491.7874724615386,510.5924182307692
440,5020,50200308,502003,8,Biology,42.0,Male,60 or more,3.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,31.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,45.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,Less than 6 hours,Lithuanian,11.85103,10.14509,13.87035,10.82008,8.81776,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,57.14286,,,,ISCED Level 7,1,1,480.94854232000006,494.0405756,479.8110065600001,483.95779944000003,478.49319504000005,494.03911872000003,478.35243824000014,473.0671355200001,470.77445336000005,487.42837136,501.9829584799999,489.20619912,490.68068272000016,489.40265999999997,483.35586712,495.9712570400001
440,5020,50200404,502004,4,Chemistry,32.0,Female,50–59,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,32.0,10.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,120.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,1.0,30.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,16–35 hours,Lithuanian,8.8469,6.64377,6.79059,9.7693,6.51309,Medium Emphasis,Very Limited,Less than Safe and Orderly,Satisfied,Less than Half the Lessons,,37.5,,,ISCED Level 7,1,0,492.59686284615395,510.11644984615384,486.5023714615385,492.5184313846155,497.46534876923084,494.456818,484.15141384615384,483.70563361538467,485.4995374615385,502.3399192307692,515.6014380769232,499.7214497692306,503.4576233846153,502.27234769230773,491.7874724615386,510.5924182307692
440,5020,50200409,502004,9,Chemistry,32.0,Female,50–59,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,32.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,120.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,0.0,,,,,,,,,30.0,1.0,1.0,1.0,,,2.0,2.0,2.0,2.0,,6–15 hours,Lithuanian,8.8469,8.63238,7.62717,8.48286,10.24199,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,,37.5,,,ISCED Level 7,1,0,480.94854232000006,494.0405756,479.8110065600001,483.95779944000003,478.49319504000005,494.03911872000003,478.35243824000014,473.0671355200001,470.77445336000005,487.42837136,501.9829584799999,489.20619912,490.68068272000016,489.40265999999997,483.35586712,495.9712570400001
